UNITID,PEO1ISTR,PEO2ISTR,PEO3ISTR,PEO4ISTR,PEO5ISTR,PEO6ISTR,CNTLAFFI,PUBPRIME,PUBSECON,RELAFFIL,LEVEL1,LEVEL2,LEVEL3,LEVEL4,LEVEL5,LEVEL6,LEVEL7,LEVEL8,LEVEL12,LEVEL17,LEVEL18,LEVEL19,OPENADMP,ADMCON1,ADMCON2,ADMCON3,ADMCON4,ADMCON5,ADMCON6,ADMCON7,ADMCON8,ADMCON9,APPDATE,XAPPLCNM,APPLCNM,XAPPLCNW,APPLCNW,XADMSSNM,ADMSSNM,XADMSSNW,ADMSSNW,XENRLFTM,ENRLFTM,XENRLFTW,ENRLFTW,XENRLPTM,ENRLPTM,XENRLPTW,ENRLPTW,SATACTDT,XSATNUM,SATNUM,XSATPCT,SATPCT,XACTNUM,ACTNUM,XACTPCT,ACTPCT,XSATVR25,SATVR25,XSATVR75,SATVR75,XSATMT25,SATMT25,XSATMT75,SATMT75,XSATWR25,SATWR25,XSATWR75,SATWR75,XACTCM25,ACTCM25,XACTCM75,ACTCM75,XACTEN25,ACTEN25,XACTEN75,ACTEN75,XACTMT25,ACTMT25,XACTMT75,ACTMT75,XACTWR25,ACTWR25,XACTWR75,ACTWR75,CREDITS1,CREDITS2,CREDITS3,CREDITS4,SLO5,SLO51,SLO52,SLO53,SLO6,SLO7,SLO8,SLO81,SLO82,SLO83,SLO9,YRSCOLL,STUSRV1,STUSRV2,STUSRV3,STUSRV4,STUSRV8,STUSRV9,LIBFAC,ATHASSOC,ASSOC1,ASSOC2,ASSOC3,ASSOC4,ASSOC5,ASSOC6,SPORT1,CONFNO1,SPORT2,CONFNO2,SPORT3,CONFNO3,SPORT4,CONFNO4,CALSYS,XAPPFEEU,APPLFEEU,XAPPFEEG,APPLFEEG,FT_UG,FT_FTUG,FTGDNIDP,PT_UG,PT_FTUG,PTGDNIDP,DOCPP,DOCPPSP,TUITVARY,ROOM,XROOMCAP,ROOMCAP,BOARD,XMEALSWK,MEALSWK,XROOMAMT,ROOMAMT,XBORDAMT,BOARDAMT,XRMBDAMT,RMBRDAMT,ALLONCAM,XENRLM,ENRLM,XENRLW,ENRLW,XENRLT,ENRLT,XAPPLCN,APPLCN,XADMSSN,ADMSSN,XENRLFT,ENRLFT,XENRLPT,ENRLPT,TUITPL,TUITPL1,TUITPL2,TUITPL3,TUITPL4,DISAB,XDISABPC,DISABPCT,DISTNCED,DSTNCED1,DSTNCED2,DSTNCED3
100636,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,0,0,1
100636,1,0,-2,0,0,0,2,-2,-2,-2,1,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,1,1,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,1,2,0,-2,1,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,2,3,1,1,3,1,R,870,R,2319,R,368,R,980,R,168,R,427,R,0,R,0,1,R,351,R,59,R,244,R,41,R,410,R,520,R,420,R,540,R,400,R,500,R,17,R,22,R,16,R,22,R,16,R,22,R,6,R,8,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157,1,R,35,R,35,1,1,1,1,1,1,-2,-2,1,1,R,1578,2,A,.,R,4374,R,2784,A,.,2,R,168,R,427,R,595,R,3189,R,1348,R,595,R,0,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,3,-2,-2,-2,0,0,1,0,1,0,1,0,0,0,0,0,2,1,2,1,3,2,3,1,1,3,2,R,764,R,719,R,444,R,344,R,157,R,100,R,1,R,6,2,R,157,R,59,R,96,R,36,R,410,R,500,R,420,R,520,B,.,B,.,R,17,R,22,R,16,R,22,R,15,R,21,B,.,B,.,1,0,1,0,1,1,0,0,0,1,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,139,1,139,1,139,1,R,25,R,25,1,1,1,1,1,1,-2,-2,2,1,R,468,1,R,21,R,3750,R,3750,A,.,2,R,158,R,106,R,264,R,1483,R,788,R,257,R,7,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,4,-2,-2,39,0,0,0,0,0,0,1,0,0,0,0,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0,0,1,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,A,.,R,35,2,2,1,2,2,1,-2,-2,2,1,R,155,3,A,.,R,3070,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,-2,A,.,2,0,0,1
100636,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,95,R,95,1,2,1,1,2,1,1,1,1,2,A,.,3,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,0,1,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,35,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,2,R,4,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,54,0,0,0,0,1,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,1,0,1,1,0,0,1,0,1,0,0,1,0,-2,1,1,1,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,342,1,342,1,342,1,R,20,A,.,1,1,2,1,1,2,-2,-2,2,1,R,818,1,R,21,R,2030,R,2736,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,4,-2,-2,39,0,0,0,0,1,0,0,0,0,0,0,0,2,1,2,1,2,3,3,1,1,3,2,R,957,R,777,R,258,R,327,R,135,R,86,R,0,R,0,2,R,174,R,79,R,144,R,65,R,400,R,520,R,430,R,550,R,420,R,520,R,16,R,22,R,15,R,22,R,17,R,23,B,.,B,.,1,1,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,160,1,160,1,160,1,160,1,R,30,A,.,1,1,2,1,2,2,-2,-2,2,1,R,861,2,A,.,R,4200,R,4484,A,.,2,R,135,R,86,R,221,R,1734,R,585,R,221,R,0,1,0,0,1,0,2,R,5,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,75,0,0,0,0,1,0,1,0,0,1,0,0,2,1,1,1,2,2,3,1,1,3,2,R,702,R,690,R,440,R,402,R,272,R,249,R,2,R,3,2,R,402,R,83,R,284,R,58,R,470,R,680,R,490,R,670,R,470,R,660,R,21,R,29,R,20,R,30,R,20,R,30,R,8,R,11,1,1,1,0,1,1,0,0,1,0,1,1,1,1,0,-2,1,1,1,1,0,0,1,1,1,0,0,0,1,0,1,141,1,139,1,139,1,139,1,R,30,R,30,1,1,1,1,1,1,-2,-2,2,1,R,1550,1,R,20,A,.,A,.,R,8164,2,R,274,R,252,R,526,R,1392,R,842,R,521,R,5,1,0,0,1,0,1,A,.,2,1,1,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,1,1,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,15,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,0,-2,1,1,1,1,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,0,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,66,0,0,0,0,1,0,0,0,0,0,1,0,2,1,1,1,1,1,3,1,1,3,2,R,659,R,779,R,341,R,490,R,120,R,162,R,0,R,0,2,R,185,R,66,R,157,R,38,R,480,R,590,R,495,R,600,R,470,R,580,R,22,R,27,B,.,B,.,B,.,B,.,B,.,B,.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,106,1,106,1,106,1,106,1,R,0,A,.,1,1,2,1,2,2,1,1,2,1,R,1151,1,R,17,R,4260,R,4490,A,.,2,R,120,R,162,R,282,R,1438,R,831,R,282,R,0,1,0,0,1,0,2,R,8,2,0,0,1
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,0,1,0,0,0,0,0,2,1,1,1,1,3,3,1,1,3,1,R,871,R,1876,R,465,R,937,R,212,R,360,R,13,R,21,1,R,376,R,62,R,303,R,50,R,440,R,540,R,440,R,550,B,.,B,.,R,18,R,23,R,17,R,23,R,17,R,23,B,.,B,.,1,0,1,0,0,0,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,157,1,157,1,157,1,R,45,R,45,1,1,1,1,1,1,-2,-2,1,1,R,968,2,A,.,R,4460,R,2320,A,.,2,R,225,R,381,R,606,R,2747,R,1402,R,572,R,34,2,0,0,0,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,1,0,1,0,0,0,0,0,0,0,2,1,3,1,1,3,3,1,1,3,1,R,508,R,926,R,375,R,695,R,153,R,254,R,9,R,16,1,R,294,R,68,R,186,R,43,R,420,R,510,R,420,R,520,B,.,B,.,R,18,R,22,R,17,R,22,R,16,R,22,B,.,B,.,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,-2,0,1,0,1,0,0,1,1,0,1,0,0,0,0,2,-2,2,-2,1,333,1,333,1,R,40,A,.,1,1,2,1,1,2,-2,-2,1,1,R,476,1,R,14,R,4850,R,2060,A,.,2,R,162,R,270,R,432,R,1434,R,1070,R,407,R,25,2,0,0,0,0,1,A,.,2,1,0,0
100636,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,1,0,2,1,2,1,1,3,3,1,1,3,1,R,9121,R,12190,R,5905,R,7546,R,2028,R,2542,R,44,R,23,1,R,2843,R,61,R,2792,R,60,R,540,R,640,R,560,R,650,B,.,B,.,R,24,R,29,R,23,R,30,R,23,R,28,B,.,B,.,1,0,1,0,1,1,1,1,1,1,1,1,0,1,0,-2,0,1,1,1,1,0,1,1,1,0,0,0,0,0,1,130,1,130,1,130,1,130,1,R,50,R,50,1,1,1,1,1,1,1,1,1,1,R,6594,1,R,21,R,4900,R,2844,A,.,2,R,2072,R,2565,R,4637,R,21311,R,13451,R,4570,R,67,1,0,0,0,1,1,A,.,2,1,1,0
100636,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1,1,3,1,R,311,R,367,R,266,R,318,R,180,R,211,R,14,R,25,1,R,220,R,51,R,224,R,52,R,370,R,500,R,400,R,515,B,.,B,.,R,15,R,20,R,14,R,21,R,15,R,20,B,.,B,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,40,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,R,194,R,236,R,430,R,678,R,584,R,391,R,39,2,0,0,0,0,1,A,.,2,1,0,0
100636,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1,1,3,1,R,269,R,362,R,201,R,247,R,131,R,129,R,24,R,57,1,R,90,R,26,R,163,R,48,R,370,R,450,R,360,R,460,B,.,B,.,R,14,R,19,R,13,R,20,R,15,R,17,B,.,B,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,40,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,R,155,R,186,R,341,R,631,R,448,R,260,R,81,2,0,0,0,0,1,A,.,2,1,0,0
100636,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1,1,4,1,R,303,R,403,R,162,R,194,R,106,R,115,R,3,R,8,1,R,123,R,53,R,143,R,62,R,420,R,530,R,410,R,530,B,.,B,.,R,17,R,21,R,16,R,22,R,16,R,20,B,.,B,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,0,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,40,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,R,109,R,123,R,232,R,706,R,356,R,221,R,11,2,0,0,0,0,1,A,.,2,1,0,0
100636,0,1,-2,0,0,0,1,2,0,-2,0,0,1,0,0,0,0,0,0,0,0,0,2,1,2,1,1,3,3,1,1,3,1,R,72,R,83,R,49,R,67,R,35,R,46,R,8,R,10,1,R,44,R,44,R,43,R,43,R,365,R,485,R,405,R,510,B,.,B,.,R,13,R,17,R,12,R,18,R,14,R,18,B,.,B,.,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,40,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,R,43,R,56,R,99,R,155,R,116,R,81,R,18,2,0,0,0,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,0,0,0,2,1,3,1,2,2,3,1,1,3,1,R,4604,R,5898,R,3341,R,4495,R,984,R,1144,R,7,R,2,1,R,1413,R,66,R,721,R,34,R,450,R,540,R,460,R,560,B,.,B,.,R,18,R,22,B,.,B,.,B,.,B,.,B,.,B,.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,106,1,106,1,106,1,106,1,R,45,R,45,1,1,1,1,1,1,-2,-2,1,1,R,3625,2,A,.,R,5000,R,2700,A,.,2,R,991,R,1146,R,2137,R,10502,R,7836,R,2128,R,9,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,1,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,1,0,0,2,1,1,1,1,2,1,1,1,4,2,R,1189,R,1850,R,1138,R,1814,R,311,R,353,R,3,R,2,2,R,424,R,63,R,388,R,58,R,370,R,440,R,380,R,450,B,.,B,.,R,15,R,18,B,.,B,.,B,.,B,.,B,.,B,.,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,121,1,121,1,121,1,121,1,R,25,R,25,1,1,1,1,1,1,-2,-2,1,1,R,2052,2,A,.,R,6000,R,2986,A,.,2,R,314,R,355,R,669,R,3039,R,2952,R,664,R,5,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,0,0,0,0,0,2,2,2,1,1,2,3,1,1,3,1,R,989,R,2151,R,651,R,1386,R,243,R,515,R,22,R,40,1,R,474,R,58,R,466,R,57,R,430,R,530,R,450,R,530,B,.,B,.,R,19,R,23,R,18,R,24,R,17,R,23,B,.,B,.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,1,1,1,1,1,0,1,1,1,0,0,0,0,0,2,-2,1,135,1,135,1,135,1,R,40,R,40,1,1,1,1,1,1,-2,-2,1,1,R,1050,1,R,15,R,4500,R,2750,A,.,2,R,265,R,555,R,820,R,3140,R,2037,R,758,R,62,1,0,1,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,3,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,1,0,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,0,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,2,A,.,A,.,2,2,2,2,2,2,1,1,2,2,A,.,3,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,2,0,0,0,0,-2,A,.,2,0,0,1
100636,0,1,-2,0,0,0,4,-2,-2,71,0,0,1,0,0,0,0,0,0,0,0,0,2,1,1,1,2,2,3,1,1,3,2,R,641,R,624,R,418,R,395,R,231,R,227,R,1,R,1,2,R,338,R,73,R,205,R,45,R,390,R,470,R,390,R,498,R,365,R,460,R,15,R,20,R,13,R,19,R,16,R,19,R,5,R,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,20,A,.,1,1,-2,1,1,-2,-2,-2,2,1,R,596,2,A,.,A,.,A,.,R,7918,2,R,232,R,228,R,460,R,1265,R,813,R,458,R,2,1,0,0,1,0,2,R,4,2,1,0,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,1,0,1,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,25,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,B,.,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,1,0,-2,0,0,0,2,-2,-2,-2,0,1,0,0,-2,-2,-2,-2,0,-2,-2,-2,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,0,0,0,1,0,0,0,0,0,0,-2,-2,-2,-2,1,-2,0,1,0,1,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,7,R,100,A,.,1,1,-2,2,2,-2,-2,-2,-2,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,0,0,1
100636,1,1,-2,1,1,0,1,2,5,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,1,1,0,1,1,0,0,0,0,0,0,-2,1,1,1,1,0,0,1,1,0,0,1,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,30,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,1,1,-2,0,1,0,1,2,9,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,30,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,1,0,0
100636,0,1,0,0,0,0,4,-2,-2,73,0,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,2,1,2,2,2,3,2,R,514,R,796,R,367,R,699,R,84,R,104,R,0,R,0,3,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,1,1,0,0,1,1,1,0,0,1,0,-2,1,1,0,1,0,0,1,1,0,1,0,0,0,0,2,-2,1,332,1,332,1,332,1,R,25,A,.,1,1,2,1,2,2,-2,-2,2,1,R,509,1,R,19,R,3676,R,3670,A,.,1,R,84,R,104,R,188,R,1310,R,1066,R,188,R,0,1,0,0,1,0,1,A,.,2,0,0,1
100636,1,1,-2,1,1,0,1,2,0,-2,1,1,1,0,0,0,0,0,0,0,0,0,1,-2,-2,-2,-2,-2,-2,-2,-2,-2,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,-2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2,1,1,1,1,0,0,1,2,0,0,0,0,0,0,2,-2,2,-2,2,-2,2,-2,1,R,10,A,.,1,1,2,1,1,2,-2,-2,1,2,A,.,3,A,.,A,.,A,.,A,.,2,A,.,A,.,A,.,A,.,A,.,A,.,A,.,1,0,0,1,0,1,A,.,2,0,0,1
100636,0,1,0,0,0,0,1,2,0,-2,0,0,0,0,1,1,1,1,0,0,0,0,2,1,3,1,2,2,3,1,1,3,2,R,1321,R,2995,R,885,R,2166,R,325,R,816,R,0,R,2,2,R,659,R,58,R,467,R,41,R,460,R,580,R,470,R,570,B,.,B,.,R,20,R,25,B,.,B,.,B,.,B,.,B,.,B,.,1,0,1,0,1,1,0,1,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,2,-2,1,106,1,106,1,106,1,R,40,R,50,1,1,1,1,1,1,-2,-2,1,1,R,2578,1,R,21,R,4674,R,2790,A,.,2,R,325,R,818,R,1143,R,4316,R,3051,R,1141,R,2,1,0,0,1,0,1,A,.,2,1,1,0
100636,0,1,0,0,0,0,4,-2,-2,71,0,0,0,0,1,0,0,0,0,0,0,0,2,2,2,1,2,2,3,1,2,3,2,R,1555,R,1642,R,906,R,1099,R,229,R,210,R,0,R,0,2,R,386,R,88,R,268,R,61,R,540,R,650,R,560,R,670,R,530,R,630,R,23,R,29,R,23,R,30,R,21,R,29,B,.,B,.,1,0,1,0,1,1,0,0,1,0,1,1,0,1,0,-2,0,1,1,1,0,0,1,1,1,0,0,0,0,0,1,131,1,131,1,131,1,131,4,R,35,A,.,1,1,2,1,2,2,-2,-2,2,1,R,1478,2,A,.,R,5460,R,4740,A,.,2,R,229,R,210,R,439,R,3197,R,2005,R,439,R,0,1,0,0,1,0,2,R,7,2,0,0,1
